Age Group,Gender,City,Occupation,Income Range,Shopping Frequency,Spend Per Transaction,Preferred Categories,Payment Methods,Purchase Factor,Willing to Try New Platform,Expected Monthly Spend,Subscribed to Loyalty Program,Loyalty Engagement Factors,Referral Likelihood,Offer Preferences,Preferred Shopping Time,Preferred Shopping Day,Experienced Delivery Issues,Delivery Issue Types,Willing to Pay for Fast Delivery,Cluster
1,1,0,4,0,3,504,Beauty & Wellness;Groceries;Home & Kitchen,Wallet,2,2,1949,0,Recommendations,1,Surprise Gifts,1,0,0,Delays;Poor Packaging;Wrong Item,0,1
3,1,0,4,1,3,2228,Toys;Home & Kitchen;Clothing,UPI;Wallet;Card,1,2,3302,0,Recommendations;Cashback,0,Free Delivery;Surprise Gifts,1,0,1,None;Poor Packaging,1,1
1,0,3,4,0,2,1608,Electronics;Home & Kitchen,COD;Card,1,0,1773,0,Recommendations,1,Flat Discounts;BOGO;Surprise Gifts,1,0,0,Delays;Wrong Item;Payment Issues,0,1
1,0,3,0,0,1,842,Clothing;Groceries;Home & Kitchen,Card;COD;Wallet,0,1,2808,1,Early Access;Cashback;Recommendations,2,Surprise Gifts;BOGO,1,0,0,Payment Issues,2,3
1,2,5,3,3,3,1894,Toys;Beauty & Wellness;Clothing,Card;UPI;COD,3,2,3616,0,Recommendations;Early Access;Cashback,1,Surprise Gifts;Free Delivery;BOGO,0,0,0,None;Wrong Item;Payment Issues,1,1
0,1,0,4,0,1,2193,Toys;Electronics;Groceries,Wallet;COD,2,2,2750,1,Recommendations;Early Access,2,BOGO;Flat Discounts,3,1,0,Wrong Item,2,3
0,0,2,4,2,1,1905,Beauty & Wellness;Groceries;Clothing,UPI;Card,0,2,3607,0,Cashback;Recommendations;Early Access,1,Free Delivery;Flat Discounts,1,0,0,Payment Issues;Delays;Poor Packaging,1,3
0,1,0,2,0,3,1486,Toys;Home & Kitchen;Electronics,Wallet;Card;UPI,0,2,3543,1,Recommendations;Early Access,3,Surprise Gifts;BOGO;Flat Discounts,2,1,0,Wrong Item;Payment Issues,2,0
0,1,5,4,3,3,1739,Toys;Beauty & Wellness;Groceries,UPI;Card,0,2,3579,0,Cashback;Early Access;Recommendations,0,Flat Discounts,1,0,0,Poor Packaging;Wrong Item,2,1
0,0,4,4,0,3,2140,Groceries,Wallet,2,1,3689,1,Early Access,3,BOGO,1,0,0,Delays;Wrong Item,2,0
0,0,3,3,2,2,1318,Clothing;Toys,Card;Wallet;UPI,2,2,3377,1,Early Access,0,Free Delivery,1,1,0,Wrong Item,2,0
1,2,3,4,0,1,1617,Beauty & Wellness;Clothing,Wallet;Card,2,2,3942,1,Recommendations,2,Free Delivery,2,0,0,Payment Issues;Delays,2,3
0,1,5,3,0,3,1445,Clothing,Wallet;COD;Card,3,2,3499,0,Exclusive Deals,0,Free Delivery;Surprise Gifts,0,0,0,Wrong Item,1,1
1,1,2,4,0,1,631,Electronics,Card,0,0,1010,0,Recommendations;Exclusive Deals,1,Surprise Gifts,0,0,0,Poor Packaging,2,3
3,0,3,3,1,3,2149,Electronics;Home & Kitchen,UPI;COD;Wallet,1,2,4640,1,Early Access;Recommendations;Exclusive Deals,1,Free Delivery,2,0,0,Wrong Item,1,0
1,0,1,4,3,3,2834,Toys;Home & Kitchen;Electronics,Wallet,1,2,3974,0,Recommendations;Early Access,3,Free Delivery;Flat Discounts,1,1,0,None,2,1
1,1,3,4,0,3,1075,Groceries;Home & Kitchen;Clothing,UPI,0,2,3518,0,Recommendations;Exclusive Deals;Early Access,0,BOGO;Surprise Gifts,0,0,1,Delays;Poor Packaging,0,1
0,1,1,4,0,3,2177,Beauty & Wellness;Clothing;Home & Kitchen,Wallet;UPI;COD,1,2,4526,0,Recommendations,2,BOGO;Free Delivery;Surprise Gifts,0,0,0,Payment Issues,0,1
0,1,5,2,0,1,1094,Toys,UPI;Wallet,3,2,2155,0,Cashback,2,Free Delivery;Surprise Gifts,0,1,1,Poor Packaging,2,3
0,0,5,4,2,3,1679,Clothing;Beauty & Wellness;Electronics,COD;Wallet;Card,3,2,3721,1,Recommendations;Exclusive Deals,1,Free Delivery;BOGO,3,0,0,Poor Packaging;Wrong Item;None,1,0
0,1,3,4,1,1,2504,Groceries;Clothing,Wallet,2,2,3821,1,Exclusive Deals,2,Free Delivery;BOGO;Flat Discounts,2,0,0,Poor Packaging;None;Payment Issues,2,3
0,1,0,4,0,3,1287,Home & Kitchen;Groceries,UPI;Wallet,2,2,1761,0,Cashback,1,BOGO,0,1,1,Delays,0,1
0,1,1,3,0,3,1591,Beauty & Wellness;Clothing;Home & Kitchen,UPI;Card;COD,2,2,3602,0,Cashback;Recommendations;Exclusive Deals,1,BOGO,1,0,0,Wrong Item;Payment Issues,1,1
0,1,2,0,1,2,519,Beauty & Wellness;Clothing,Card;UPI,2,2,653,0,Cashback;Recommendations;Exclusive Deals,1,Flat Discounts,3,1,0,Poor Packaging,2,1
0,1,3,3,0,3,1201,Toys;Home & Kitchen,Wallet;Card,2,2,2693,0,Early Access;Cashback;Exclusive Deals,3,Surprise Gifts,1,0,1,Payment Issues;Poor Packaging,2,1
1,0,2,4,1,3,456,Beauty & Wellness;Groceries,Wallet;COD;UPI,1,2,2632,1,Cashback;Recommendations;Exclusive Deals,3,BOGO,3,1,0,Poor Packaging;Delays;Wrong Item,2,0
0,1,3,4,2,3,1857,Home & Kitchen;Toys,Card;UPI,1,2,2731,0,Exclusive Deals;Recommendations,1,Free Delivery;Flat Discounts;Surprise Gifts,1,1,0,None;Delays,2,1
1,0,0,4,1,1,2098,Clothing;Toys,UPI;COD;Card,2,2,2418,1,Recommendations;Exclusive Deals;Early Access,1,Flat Discounts,1,0,1,None,1,3
1,1,0,4,3,3,1467,Clothing;Groceries;Electronics,UPI,3,1,3667,0,Early Access;Recommendations;Cashback,1,Flat Discounts,1,0,0,Wrong Item,1,1
2,0,0,4,1,3,1771,Beauty & Wellness;Groceries;Electronics,Card;Wallet;COD,1,2,3994,0,Recommendations,2,Surprise Gifts,3,0,0,Payment Issues;None,2,1
0,0,4,3,3,3,1404,Home & Kitchen;Electronics;Groceries,UPI,3,2,1997,0,Recommendations,1,Free Delivery;Surprise Gifts;Flat Discounts,0,1,1,Delays;Poor Packaging;None,2,1
2,0,0,0,0,3,2044,Clothing,COD;Card;Wallet,3,2,3855,0,Early Access;Exclusive Deals,1,Surprise Gifts;Free Delivery,3,0,1,Wrong Item;None;Poor Packaging,2,1
1,0,5,4,0,1,1677,Beauty & Wellness;Home & Kitchen,COD;Wallet;Card,0,0,3941,1,Recommendations;Cashback,0,BOGO;Flat Discounts;Surprise Gifts,0,0,0,Delays,2,3
0,1,5,1,1,3,408,Beauty & Wellness,UPI;Card;COD,0,0,787,1,Exclusive Deals,0,Surprise Gifts;Free Delivery,1,0,0,Payment Issues,0,0
2,1,4,1,0,3,2163,Clothing,Wallet;Card;COD,2,2,3008,0,Early Access;Recommendations;Cashback,0,BOGO;Surprise Gifts;Flat Discounts,1,1,0,Delays;Payment Issues,2,1
3,0,1,1,0,3,4602,Groceries;Electronics,Card,3,2,7044,0,Recommendations;Cashback,0,Flat Discounts;Surprise Gifts;BOGO,1,0,1,Wrong Item;Poor Packaging,1,2
0,2,2,4,0,3,837,Electronics;Beauty & Wellness,Wallet,1,2,2411,1,Recommendations;Exclusive Deals,1,BOGO;Free Delivery;Surprise Gifts,1,0,0,Payment Issues,2,0
0,0,3,4,2,2,1336,Groceries;Clothing;Beauty & Wellness,Card;Wallet;COD,0,2,3293,0,Recommendations,0,Surprise Gifts;Flat Discounts;BOGO,0,0,0,Poor Packaging;None,2,1
2,0,3,0,0,3,458,Groceries,COD;UPI,0,2,2099,0,Recommendations;Exclusive Deals;Cashback,2,Surprise Gifts,0,0,0,Payment Issues,1,1
2,0,4,4,0,2,850,Electronics,COD;UPI,3,1,2046,1,Cashback;Exclusive Deals;Early Access,2,Surprise Gifts;Free Delivery;Flat Discounts,3,0,0,Wrong Item;None,1,0
0,1,5,3,1,3,1685,Electronics;Groceries,Card;UPI,0,2,2844,1,Recommendations;Early Access,0,Free Delivery;BOGO,1,0,0,None;Delays,1,0
0,1,3,2,0,3,1736,Clothing,Card;Wallet;COD,0,0,3758,0,Early Access;Exclusive Deals;Recommendations,3,BOGO,1,1,0,Delays;Payment Issues,1,1
1,0,5,2,2,1,1783,Groceries,Card;Wallet;COD,1,2,3888,0,Cashback,2,Flat Discounts,3,1,0,Delays;Poor Packaging;None,1,3
1,0,1,4,0,3,1601,Toys;Clothing,Card;UPI;COD,3,1,2197,0,Cashback;Recommendations;Exclusive Deals,2,BOGO;Free Delivery;Flat Discounts,3,0,0,Payment Issues,2,1
1,1,2,3,0,1,1184,Beauty & Wellness;Toys;Electronics,Wallet;COD,0,1,3537,0,Cashback;Early Access,0,Free Delivery;Flat Discounts;BOGO,1,0,0,None,1,3
1,0,1,4,1,2,1567,Electronics,Wallet,3,2,1710,1,Recommendations;Cashback,0,Free Delivery;Surprise Gifts,1,0,0,Poor Packaging;None;Delays,1,0
1,1,4,1,0,3,1337,Clothing;Toys,COD;UPI,0,2,3288,0,Early Access;Exclusive Deals,1,Flat Discounts,1,0,0,Poor Packaging;None,2,1
2,0,0,2,0,3,624,Toys;Home & Kitchen;Beauty & Wellness,Card;UPI;COD,1,2,1177,1,Early Access;Cashback,2,BOGO,0,0,0,Payment Issues,1,0
0,1,0,4,1,1,1136,Groceries,UPI;Card;COD,3,2,1830,1,Exclusive Deals;Cashback;Early Access,0,Flat Discounts;Surprise Gifts;BOGO,0,0,0,Payment Issues;Delays,2,3
0,1,0,3,0,3,2133,Groceries,Wallet;COD;Card,0,2,3589,0,Early Access;Recommendations;Cashback,0,Flat Discounts;Surprise Gifts;BOGO,2,0,0,Poor Packaging;Payment Issues;Wrong Item,2,1
2,0,1,2,2,3,2552,Electronics,Wallet;Card,1,2,3158,0,Cashback;Exclusive Deals;Recommendations,1,BOGO;Free Delivery,1,1,0,Payment Issues;None;Delays,1,1
3,1,3,4,0,0,1990,Beauty & Wellness,UPI;Card;Wallet,0,2,2883,1,Exclusive Deals;Cashback,2,Flat Discounts,0,1,0,Poor Packaging,0,3
1,0,2,4,3,0,2526,Home & Kitchen;Beauty & Wellness;Electronics,COD,3,0,2646,1,Early Access;Cashback;Exclusive Deals,0,BOGO;Surprise Gifts;Flat Discounts,1,0,0,Poor Packaging;Delays;None,0,3
1,0,0,2,0,1,1651,Beauty & Wellness,Card;UPI;COD,0,2,3150,0,Recommendations;Early Access;Exclusive Deals,1,Free Delivery;Flat Discounts;BOGO,1,0,0,Payment Issues,2,3
0,0,4,3,0,3,2645,Home & Kitchen;Electronics;Clothing,Wallet;Card;UPI,3,0,3839,0,Cashback;Early Access,0,Free Delivery;Surprise Gifts;BOGO,0,1,1,None;Payment Issues;Delays,1,1
1,1,4,4,2,3,2832,Clothing;Groceries;Beauty & Wellness,UPI;Card;Wallet,3,2,4359,0,Cashback;Exclusive Deals,3,Free Delivery;Flat Discounts,0,1,0,None;Poor Packaging;Wrong Item,1,1
1,1,0,3,0,1,559,Home & Kitchen,Wallet,0,1,2244,0,Recommendations;Exclusive Deals,3,BOGO,3,0,1,Poor Packaging,2,3
0,1,0,4,0,3,1732,Clothing;Home & Kitchen,Card,1,2,3646,0,Cashback;Exclusive Deals;Recommendations,0,Flat Discounts;Free Delivery,3,0,0,Delays;None,0,1
0,2,2,1,0,0,1651,Clothing;Electronics,Card,2,2,3171,0,Exclusive Deals;Recommendations;Early Access,2,Flat Discounts;Surprise Gifts,1,0,0,Poor Packaging;Payment Issues,0,3
1,0,0,4,2,1,1345,Groceries;Electronics;Home & Kitchen,COD;Wallet;Card,1,0,1781,1,Early Access;Cashback;Exclusive Deals,3,BOGO,0,0,1,None,0,3
4,0,2,2,3,0,1895,Beauty & Wellness;Electronics,Card;UPI,1,2,3662,1,Recommendations;Cashback,1,Surprise Gifts;Free Delivery;Flat Discounts,1,0,0,Payment Issues;None;Wrong Item,2,3
1,0,4,4,1,1,1624,Beauty & Wellness;Groceries;Home & Kitchen,UPI,0,1,2633,1,Cashback;Early Access,0,Flat Discounts;Surprise Gifts;BOGO,2,0,0,Payment Issues;Delays,2,3
0,0,0,4,0,1,1158,Electronics;Groceries;Toys,COD;UPI;Wallet,1,2,1533,0,Early Access,1,Free Delivery;BOGO,3,0,0,Payment Issues;Wrong Item;Poor Packaging,0,3
1,0,1,4,1,3,1584,Clothing;Electronics,UPI,1,2,2575,0,Cashback;Exclusive Deals,3,Surprise Gifts;BOGO;Flat Discounts,0,0,0,Poor Packaging;Delays,1,1
0,1,1,4,2,3,2322,Toys;Groceries;Clothing,Wallet,2,2,2434,0,Recommendations;Cashback;Early Access,2,Surprise Gifts,1,0,1,Payment Issues;None,0,1
3,0,4,4,0,3,1709,Groceries,Card;COD;UPI,1,1,2835,1,Cashback;Early Access;Exclusive Deals,1,Flat Discounts;Surprise Gifts,1,1,0,Delays;None;Wrong Item,2,0
1,1,2,3,1,3,5974,Groceries;Clothing;Beauty & Wellness,COD;UPI,2,2,7047,1,Cashback;Early Access,3,Surprise Gifts,1,0,1,Delays;Poor Packaging;None,1,2
1,0,1,4,1,1,1433,Beauty & Wellness;Clothing;Home & Kitchen,Wallet;COD;Card,0,1,1707,1,Recommendations;Exclusive Deals;Cashback,3,Surprise Gifts,0,0,0,Delays,1,3
2,0,2,4,1,1,1871,Toys,Wallet;UPI;COD,2,0,3379,1,Cashback;Early Access,3,Flat Discounts,0,0,0,Delays;Wrong Item;Payment Issues,2,3
1,0,1,0,0,3,874,Electronics;Groceries,Card,3,2,2599,0,Early Access;Exclusive Deals,1,Surprise Gifts,1,0,0,Poor Packaging,1,1
0,1,1,4,3,1,1300,Electronics,UPI;Card,3,2,3343,0,Early Access;Cashback;Exclusive Deals,3,Flat Discounts;Free Delivery;Surprise Gifts,2,0,0,Payment Issues;None,1,3
1,1,2,0,2,2,1538,Electronics,COD;UPI;Wallet,2,1,3926,0,Early Access;Recommendations,0,Free Delivery,0,0,0,None;Wrong Item,2,1
1,1,3,3,1,2,834,Groceries;Home & Kitchen,Wallet,3,2,1480,0,Recommendations;Early Access;Cashback,3,Flat Discounts,2,0,0,None;Poor Packaging;Delays,2,1
2,1,1,4,3,3,1101,Home & Kitchen;Beauty & Wellness,COD;UPI,0,2,3262,0,Exclusive Deals,0,Flat Discounts;BOGO,0,0,0,Payment Issues,1,1
1,1,0,4,0,3,1787,Electronics;Clothing,Wallet;UPI,3,2,3105,0,Recommendations;Cashback;Exclusive Deals,2,BOGO,2,0,1,Delays;Wrong Item,1,1
0,0,4,4,1,3,1677,Groceries;Electronics,Card;COD;Wallet,2,2,3197,1,Recommendations;Early Access,0,Flat Discounts;Surprise Gifts,1,1,0,Delays;Poor Packaging;Payment Issues,0,0
1,0,3,3,2,2,2083,Groceries;Toys;Electronics,UPI;Wallet,0,2,3637,0,Cashback;Early Access;Recommendations,2,Surprise Gifts;BOGO;Free Delivery,0,0,0,Delays;Payment Issues;Poor Packaging,2,1
1,1,2,1,0,3,1239,Beauty & Wellness;Toys,Wallet,3,2,2772,0,Recommendations;Cashback,2,BOGO;Free Delivery;Surprise Gifts,1,0,1,Payment Issues;Poor Packaging;Wrong Item,2,1
1,1,3,0,0,3,1634,Beauty & Wellness;Toys;Groceries,Card;Wallet;COD,0,1,1736,0,Exclusive Deals,0,Surprise Gifts;BOGO,0,0,0,Wrong Item,0,1
1,1,5,4,0,3,1196,Beauty & Wellness,Card,2,2,3138,1,Early Access;Exclusive Deals;Recommendations,2,BOGO,0,0,0,Payment Issues;Delays;Wrong Item,0,0
1,0,5,3,3,3,2023,Beauty & Wellness;Groceries;Home & Kitchen,COD;Wallet;Card,3,2,2869,1,Cashback;Early Access,0,BOGO;Surprise Gifts;Free Delivery,3,0,0,Wrong Item,2,0
3,0,1,0,1,3,2314,Toys,Wallet,0,0,3285,1,Recommendations,1,Free Delivery,3,0,0,Payment Issues;None;Poor Packaging,0,0
1,0,1,4,0,2,1889,Electronics;Beauty & Wellness,COD;Wallet;Card,0,1,2483,0,Early Access;Recommendations,2,BOGO,0,1,0,None;Wrong Item;Payment Issues,2,1
0,0,0,0,1,3,2236,Clothing;Home & Kitchen;Groceries,COD;Card,3,1,3750,1,Early Access,0,BOGO,1,1,0,Payment Issues,2,0
0,2,4,0,3,3,1619,Electronics;Toys,Wallet;Card;UPI,0,2,2346,0,Exclusive Deals;Recommendations;Cashback,2,Free Delivery;Surprise Gifts;BOGO,1,0,1,Poor Packaging;Wrong Item;None,2,1
0,0,3,1,2,3,2083,Toys;Groceries,Card;UPI;Wallet,0,1,3258,0,Exclusive Deals,3,Flat Discounts,3,1,0,Wrong Item;Payment Issues,2,1
0,1,5,4,3,3,1645,Beauty & Wellness;Home & Kitchen,Card;Wallet;COD,2,2,1886,1,Cashback,0,Surprise Gifts;BOGO,1,0,0,Delays;Poor Packaging;None,0,0
0,0,1,3,2,3,985,Beauty & Wellness;Clothing;Toys,UPI;Wallet;Card,2,2,2572,0,Early Access,3,Free Delivery;Flat Discounts,1,1,0,Payment Issues;None;Delays,0,1
0,1,4,4,1,3,1748,Beauty & Wellness;Electronics,UPI;Card,2,2,1893,0,Recommendations;Early Access,2,Flat Discounts,2,0,0,Wrong Item;Delays,0,1
1,0,3,4,0,3,1002,Groceries;Home & Kitchen;Beauty & Wellness,UPI;Wallet;COD,2,2,3159,0,Recommendations;Early Access,2,Free Delivery,1,0,0,Wrong Item;Payment Issues,0,1
0,1,1,0,2,3,3003,Toys;Electronics,Card;COD,2,1,3766,0,Exclusive Deals,1,BOGO;Surprise Gifts;Free Delivery,3,0,0,Poor Packaging;Payment Issues,1,1
3,0,1,3,0,3,1399,Toys,UPI;Card,2,2,2071,1,Early Access,0,Free Delivery,0,0,0,Wrong Item,1,0
0,0,5,3,1,3,1987,Beauty & Wellness;Groceries;Clothing,Wallet;Card,3,1,4116,1,Cashback,3,Surprise Gifts,1,1,0,Delays,0,0
1,0,5,2,0,2,1592,Clothing,UPI,2,1,3245,0,Early Access;Recommendations,1,BOGO,3,1,0,Payment Issues;Wrong Item;Delays,0,1
1,0,1,0,2,2,859,Toys;Beauty & Wellness;Electronics,Wallet;UPI;COD,0,2,2580,0,Exclusive Deals;Early Access;Cashback,2,BOGO,3,0,0,Payment Issues;Poor Packaging;None,0,1
3,1,2,2,0,3,460,Electronics,Card;COD,3,2,1472,0,Recommendations;Cashback;Early Access,2,Surprise Gifts,3,1,1,None;Payment Issues,0,1
0,1,1,0,3,3,2049,Toys,Wallet;Card;UPI,0,2,2788,0,Early Access,1,Flat Discounts;Surprise Gifts,0,1,1,Poor Packaging;None;Payment Issues,2,1
1,1,4,4,0,2,2529,Groceries;Beauty & Wellness,Wallet;COD;Card,2,2,3537,0,Early Access;Cashback;Exclusive Deals,3,Free Delivery;BOGO;Flat Discounts,0,0,0,Payment Issues,0,1
3,1,1,4,0,0,1159,Electronics;Home & Kitchen;Clothing,COD;UPI,2,2,3484,0,Cashback;Exclusive Deals,2,BOGO;Flat Discounts;Surprise Gifts,0,0,0,Payment Issues;None,0,3
2,0,0,2,0,1,605,Beauty & Wellness;Groceries;Home & Kitchen,Card;Wallet;UPI,0,0,1573,0,Exclusive Deals;Cashback;Early Access,2,Flat Discounts,3,0,0,Wrong Item;Poor Packaging,0,3
2,1,0,4,2,2,1404,Electronics;Home & Kitchen,UPI;Wallet,0,2,2533,0,Cashback;Early Access;Exclusive Deals,0,Free Delivery,1,0,1,Poor Packaging;Wrong Item;Payment Issues,2,1
0,2,0,4,1,3,1037,Home & Kitchen,Wallet;UPI,0,2,1989,1,Cashback;Recommendations,1,BOGO;Free Delivery,1,0,0,Wrong Item;Poor Packaging;None,1,0
0,0,2,3,1,3,1209,Beauty & Wellness;Groceries,COD;Wallet,1,0,1615,0,Cashback;Exclusive Deals;Early Access,2,BOGO;Flat Discounts,0,0,0,Delays;None,1,1
1,0,2,4,0,2,5922,Groceries;Clothing;Electronics,UPI,1,2,8396,1,Recommendations;Early Access;Cashback,3,BOGO,3,0,0,Poor Packaging;Payment Issues;Delays,2,2
3,1,1,0,0,3,1569,Toys,UPI;Card,1,1,3485,0,Exclusive Deals;Cashback,0,Flat Discounts;BOGO;Surprise Gifts,3,0,0,None,1,1
1,0,0,4,1,0,1102,Beauty & Wellness,Wallet,1,2,1596,1,Exclusive Deals,1,Free Delivery;Surprise Gifts;BOGO,0,1,0,Payment Issues;None,2,3
1,0,2,4,0,3,1953,Beauty & Wellness;Home & Kitchen;Electronics,UPI,3,2,4400,0,Early Access,3,Surprise Gifts;BOGO;Flat Discounts,3,0,1,Poor Packaging;None,2,1
0,1,5,4,1,3,2000,Groceries;Beauty & Wellness,UPI,2,2,2848,0,Recommendations;Exclusive Deals,2,Free Delivery;Flat Discounts;BOGO,0,0,1,Wrong Item,1,1
2,0,1,4,1,1,1397,Home & Kitchen,Card;Wallet,0,2,3829,1,Cashback;Exclusive Deals;Early Access,1,Surprise Gifts;Free Delivery,1,0,1,None;Wrong Item;Payment Issues,1,3
0,0,4,4,1,1,1682,Toys;Beauty & Wellness,COD,2,2,2111,0,Cashback;Exclusive Deals;Early Access,1,Free Delivery;Surprise Gifts,1,0,0,None;Poor Packaging,1,3
1,1,3,4,0,2,1912,Electronics,Card;UPI,0,1,4109,1,Exclusive Deals;Recommendations,3,BOGO,0,0,1,Delays;Payment Issues,1,0
1,0,1,2,0,3,4921,Electronics,COD;UPI;Card,2,2,7052,0,Early Access,1,Flat Discounts,0,0,0,Poor Packaging;Wrong Item;None,2,2
1,1,3,4,3,3,1624,Clothing;Beauty & Wellness,UPI;Wallet;COD,3,0,2496,1,Early Access;Exclusive Deals,3,Flat Discounts;Surprise Gifts,1,0,0,Wrong Item;Poor Packaging;Payment Issues,2,0
0,1,0,3,0,3,2459,Toys,UPI,1,2,4204,1,Cashback,2,Surprise Gifts;BOGO,1,0,0,Delays,2,0
0,1,3,3,1,3,1949,Toys;Groceries,UPI,2,2,3781,1,Cashback;Early Access;Recommendations,0,Surprise Gifts,1,0,0,Wrong Item;None,2,0
1,1,0,4,0,3,1329,Electronics;Home & Kitchen;Groceries,UPI;Card;Wallet,0,2,1806,0,Recommendations;Exclusive Deals,3,Free Delivery;BOGO;Surprise Gifts,1,0,1,None,1,1
1,1,5,4,1,2,1333,Clothing;Toys,UPI;Card;Wallet,2,0,3220,1,Early Access;Recommendations;Cashback,0,Flat Discounts;BOGO,0,0,0,Wrong Item;None,0,0
1,1,3,1,0,1,1265,Home & Kitchen;Clothing,UPI;Wallet,3,2,2988,0,Exclusive Deals;Recommendations;Early Access,1,Free Delivery;Flat Discounts,0,0,0,Poor Packaging;None;Wrong Item,2,3
0,0,1,4,0,3,1979,Clothing,Card;Wallet,3,2,3078,1,Recommendations,3,Surprise Gifts;Flat Discounts,1,0,1,Poor Packaging,2,0
1,0,0,0,2,1,1226,Clothing,Wallet;Card;COD,2,0,3174,1,Early Access;Cashback,2,Surprise Gifts;Free Delivery;Flat Discounts,3,0,0,Payment Issues;None;Wrong Item,0,3
1,0,1,4,1,3,1345,Electronics;Groceries,COD;UPI,1,2,3006,1,Early Access,3,Flat Discounts,2,1,0,Delays;Payment Issues;Poor Packaging,2,0
0,1,2,4,1,3,2234,Home & Kitchen;Groceries;Beauty & Wellness,UPI,0,0,3107,1,Exclusive Deals,3,Surprise Gifts;Free Delivery,1,0,0,None;Poor Packaging;Delays,0,0
1,1,0,4,0,1,1714,Clothing;Home & Kitchen;Electronics,UPI;Wallet,3,2,2897,0,Early Access;Recommendations,3,Surprise Gifts;Free Delivery,1,1,0,Poor Packaging;None,0,3
0,0,3,2,0,3,2319,Groceries,Wallet,3,1,4222,0,Cashback;Exclusive Deals,0,Flat Discounts;Surprise Gifts;BOGO,3,1,0,Poor Packaging;Wrong Item,2,1
0,1,0,4,1,2,2078,Toys;Beauty & Wellness,Wallet,2,0,3276,0,Recommendations,0,Surprise Gifts;Free Delivery;BOGO,1,0,0,Poor Packaging,2,1
3,1,1,4,2,1,893,Beauty & Wellness;Toys;Electronics,Card;COD,3,1,3043,1,Recommendations;Exclusive Deals,1,BOGO;Surprise Gifts;Flat Discounts,0,0,1,Delays;Payment Issues,1,3
1,0,5,4,0,3,1538,Groceries,COD;Card,3,2,3236,1,Recommendations;Cashback;Early Access,1,Flat Discounts,3,0,0,Wrong Item;Delays,2,0
2,1,0,3,0,1,2193,Electronics;Beauty & Wellness;Home & Kitchen,Card,0,2,3040,0,Early Access;Recommendations;Cashback,1,Free Delivery,0,0,1,None;Poor Packaging,2,3
0,0,3,4,0,3,866,Home & Kitchen;Groceries;Clothing,COD,1,0,2437,0,Recommendations;Early Access,1,Surprise Gifts;BOGO;Free Delivery,1,0,0,Poor Packaging;Wrong Item,2,1
2,0,2,4,0,3,1851,Toys;Home & Kitchen;Clothing,Card,0,2,3715,1,Early Access;Exclusive Deals;Cashback,3,Free Delivery,1,0,0,Delays;Wrong Item;None,0,0
2,1,4,4,0,3,1576,Beauty & Wellness,COD,1,2,3998,0,Exclusive Deals,0,Flat Discounts;Surprise Gifts,0,0,0,None;Delays;Payment Issues,1,1
1,1,5,4,2,3,547,Electronics;Toys;Clothing,Card;Wallet;COD,0,1,2200,1,Recommendations;Early Access;Cashback,0,Flat Discounts;Free Delivery,3,0,0,Poor Packaging;Delays;Wrong Item,2,0
1,0,2,4,0,1,1671,Clothing;Toys,COD,2,2,3386,1,Recommendations,0,Flat Discounts;BOGO,1,1,0,Wrong Item;None;Payment Issues,1,3
1,1,0,1,0,3,5965,Toys;Clothing,UPI;Wallet;Card,3,2,8327,0,Early Access,0,BOGO,1,0,0,Poor Packaging;Delays;Wrong Item,1,2
1,1,1,0,0,1,899,Home & Kitchen;Groceries,COD;Wallet;UPI,1,2,2507,1,Cashback;Recommendations,1,Flat Discounts;BOGO;Free Delivery,1,1,0,None,1,3
3,2,1,0,0,3,1605,Groceries,Card;Wallet,2,2,2033,0,Exclusive Deals,3,BOGO;Free Delivery,1,1,0,Poor Packaging;Wrong Item;Delays,2,1
2,1,3,3,1,3,441,Toys,COD;Card;UPI,3,2,2843,1,Exclusive Deals;Early Access;Recommendations,0,Free Delivery;BOGO,0,1,0,Payment Issues;Wrong Item,1,0
3,0,1,3,2,1,1195,Groceries;Clothing;Toys,Wallet;COD,3,1,2705,0,Recommendations;Exclusive Deals,2,BOGO;Free Delivery;Surprise Gifts,1,1,0,Poor Packaging,0,3
0,2,5,4,0,3,3130,Home & Kitchen;Electronics;Clothing,Card;UPI;COD,3,2,3355,1,Exclusive Deals;Recommendations;Cashback,3,Flat Discounts;BOGO,0,0,1,Wrong Item;Payment Issues;Delays,2,0
2,1,1,4,2,3,1990,Home & Kitchen;Clothing;Toys,COD;Card,0,1,2856,0,Early Access;Exclusive Deals;Cashback,2,Free Delivery,2,0,0,Delays;None,2,1
3,1,3,4,2,3,1071,Home & Kitchen;Toys;Groceries,Wallet,2,0,2744,1,Recommendations,3,BOGO,1,0,0,None,2,0
0,1,4,3,0,3,2442,Electronics;Toys;Home & Kitchen,COD;UPI;Card,2,1,3769,0,Exclusive Deals;Recommendations,3,BOGO,0,0,1,Poor Packaging;Wrong Item,2,1
0,1,0,4,0,0,1004,Toys,Card,3,2,2299,0,Exclusive Deals;Cashback,3,Surprise Gifts,0,1,1,None;Poor Packaging;Delays,2,3
2,1,0,3,1,1,1267,Groceries;Clothing;Beauty & Wellness,Card;Wallet;COD,1,1,3125,0,Exclusive Deals,2,Flat Discounts,1,1,1,Poor Packaging,0,3
1,0,1,2,0,3,910,Toys;Electronics;Beauty & Wellness,UPI;Wallet,2,2,1226,0,Recommendations,0,Flat Discounts;Free Delivery,3,0,0,Delays;Payment Issues;None,0,1
